ID DGE,Nombre Playa o ZBM,Municipio,Isla,Provincia,Clasificación,Grado de Protección,Afluencia maxima anual,Riesgo,Playa o ZBM,ID MAPAMA,Nombre MAPAMA,ID Pilotaje Litoral,Nombre Pilotaje Litoral,Bandera azul,Acceso PMR,Ducha adaptada,Aseo adaptado,Baño asistido,Sombra PMR,Aparcamientos,Aseo,Lavapies,Duchas,Alquiler de sombrillas,Alquiler de hamacas,Alquiler nautico,Area Infantil,Area Deportiva,Nombre Servicio Socorrismo,Longitud (m),Anchura (m),Composición,Color,Condiciones de baño,Condiciones de entorno,Condiciones de acceso,Carga poblacional,Latitud (º),Longitud (º),PSS Registrado DGSE,PSS Nº Registro,PSS Fecha Registro,Fecha de última actualización
211040200,Playa de Guacimeta,Tías,Lanzarote,Las Palmas,Libre,Bajo,Baja,Bajo,Playa,3069,PLAYA DE GUASIMETA,10012,PLAYA DE GUASIMETA,No,Si,null,null,null,null,Si,No,No,No,No,No,No,No,No,,1050,15,Arena,Blanca,Aguas tranquilas / Ventosa,Semiurbana,A pie fácil / Coche,entre 20.000 y 100.000,"28°56'13.47348403""N","13°36'30.85287843""W",No,,,7/12/2023
211048100,Playa Lima,Tías,Lanzarote,Las Palmas,Libre,Bajo,Baja,Bajo,Playa,3070,PLAYA LIMA,10011,PLAYA LIMA,No,Si,null,null,null,null,Si,No,No,No,No,No,No,No,No,,900,35,Roca / Grava / Arena,Blanca,Aguas tranquilas / Ventosa,Semiurbana,A pie fácil / Coche,entre 20.000 y 100.000,"28°56'01.87770113""N","13°36'46.47127360""W",No,,,7/12/2023
211048200,Playa Matagorda,Tías,Lanzarote,Las Palmas,Libre,Alto,Alta,Medio,Playa,3071,PLAYA MATAGORDA,10010,PLAYA MATAGORDA,Si,Si,null,null,null,null,Si,No,No,No,Si,Si,No,No,No,"Ebone Servicios, Educación, Deportes SL",840,40,Arena,Blanca,Aguas tranquilas / Ventosa,Urbana,A pie fácil / Coche,entre 20.000 y 100.000,"28°55'41.22830666""N","13°37'32.83996956""W",No,,,7/12/2023
211048300,Playa los Pocillos,Tías,Lanzarote,Las Palmas,Libre,Alto,Alta,Medio,Playa,3072,PLAYA LOS POCILLOS,10009,PLAYA LOS POCILLOS,Si,Si,null,null,null,null,Si,Si,Si,Si,Si,Si,Si,Si,Si,"Ebone Servicios, Educación, Deportes SL",1230,150,Arena,Blanca,Aguas tranquilas / Ventosa,Urbana,A pie fácil / Coche,entre 20.000 y 100.000,"28°55'41.28731363""N","13°38'00.90959294""W",No,,,7/12/2023
211048400,Playa La Peñita,Tías,Lanzarote,Las Palmas,Libre,Bajo,Baja,Bajo,Playa,3073,PLAYA LA PEÑA GRANDE,10008,PLAYA LA PEÑA GRANDE,No,No,null,null,null,null,Si,No,No,No,Si,Si,No,No,Si,,450,30,Roca / Bolos / Arena,Blanca,Aguas tranquilas / Ventosa,Urbana,A pie fácil / Coche,entre 20.000 y 100.000,"28°55'15.23471279""N","13°38'23.79476109""W",No,,,7/12/2023
211048500,Playa El Barranquillo,Tías,Lanzarote,Las Palmas,Libre,Bajo,Baja,Bajo,ZBM,3074,PLAYA EL BARRANQUILLO,10007,PLAYA EL BARRANQUILLO,No,No,null,null,null,null,Si,No,No,Si,No,No,No,No,No,,75,5,Roca / Arena,Blanca,Aguas tranquilas,Urbana,A pie fácil / Coche,entre 20.000 y 100.000,"28°55'10.64693249""N","13°38'40.67591201""W",No,,,7/12/2023
211048600,Playa La Peña del Dice,Tías,Lanzarote,Las Palmas,Libre,Bajo,Baja,Bajo,ZBM,3075,PLAYA DE LA CUEVA,10006,PLAYA DEL DICE,No,No,null,null,null,null,Si,No,No,Si,No,No,No,No,No,,100,10,Roca / Arena,Dorada,Aguas tranquilas,Urbana,A pie difícil,entre 20.000 y 100.000,"28°55'11.47321511""N","13°38'56.83745037""W",No,,,7/12/2023
211048700,Playa El Caletón de Enmedio,Tías,Lanzarote,Las Palmas,Libre,Bajo,Baja,Bajo,ZBM,3076,El Caletón de Enmedio,10004,PLAYA EL CALETÓN DE ENMEDIO,No,No,null,null,null,null,Si,No,No,Si,No,No,No,No,No,,200,10,Roca / Grava / Arena,Dorada,Aguas tranquilas,Urbana,A pie difícil,entre 20.000 y 100.000,"28°55'08.90795401""N","13°39'16.19652960""W",No,,,7/12/2023
211048800,Playa Grande,Tías,Lanzarote,Las Palmas,Libre,Alto,Alta,Bajo,Playa,3077,PLAYA LOS FARIONES,10003,PLAYA BLANCA,Si,Si,null,null,null,null,Si,Si,Si,Si,Si,Si,Si,No,No,"Ebone Servicios, Educación, Deportes SL",1190,35,Arena,Blanca,Aguas tranquilas,Urbana,A pie fácil / Coche,entre 20.000 y 100.000,"28°55'12.63435706""N","13°39'48.08638882""W",No,,,7/12/2023
211048900,Playa de En medio/De La Barrilla,Tías,Lanzarote,Las Palmas,Libre,Bajo,Baja,Bajo,Playa,3078,PLAYA CHICA,10002,LOS FARIONES,Si,No,null,null,null,null,Si,No,Si,No,No,No,No,No,No,,60,5,Roca / Arena,Dorada,Aguas tranquilas,Urbana,A pie difícil / Coche,entre 20.000 y 100.000,"28°55'09.54556409""N","13°40'03.07063052""W",No,,,7/12/2023
211049000,Playa Chica,Tías,Lanzarote,Las Palmas,Libre,Alto,Alta,Medio,Playa,3079,PLAYA PILA DE LA BARQUILLA,10001,PLAYA PILA DE LA BARQUILLA,No,Si,null,null,null,null,Si,No,Si,Si,Si,Si,No,No,No,"Ebone Servicios, Educación, Deportes SL",90,22,Roca / Arena,Dorada,Aguas tranquilas,Urbana,A pie fácil / Coche,entre 20.000 y 100.000,"28°55'09.10407880""N","13°40'06.52193061""W",No,,,7/12/2023
212051100,La Madera,Tinajo,Lanzarote,Las Palmas,Peligrosa,Bajo,Baja,,Playa,3080,La Madera,10120,PLAYA DE LA MADERA,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,85,30,Grava / Arena,Oscura,Oleaje fuerte / Ventosa,Aislada,A pie fácil / Coche,entre 5.000 y 20.000,"29°03'43.89811811""N","13°46'28.68291325""W",No,,,7/12/2023
212051200,Las Malvas,Tinajo,Lanzarote,Las Palmas,Peligrosa,Bajo,Baja,,Playa,3081,Las Malvas,10119,PLAYA DE LAS MALVAS,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,180,15,Grava / Arena,Oscura,Oleaje fuerte / Ventosa,Aislada,A pie fácil / Coche,entre 5.000 y 20.000,"29°03'49.73845540""N","13°46'03.26353608""W",No,,,7/12/2023
212051300,Caleta del Mariscadero,Tinajo,Lanzarote,Las Palmas,Peligrosa,Bajo,Baja,,Playa,203518,Caleta del Mariscadero,10117,CALETA DEL MARISCADERO,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,600,50,Roca / Grava / Arena,Oscura,Oleaje fuerte / Ventosa,Aislada,A pie fácil / Coche,entre 5.000 y 20.000,"29°04'17.29946376""N","13°45'31.71292524""W",No,,,7/12/2023
212051400,Piedra Mansa,Tinajo,Lanzarote,Las Palmas,Peligrosa,Bajo,Baja,,ZBM,203519,Piedra Mansa,10114,PLAYA PIEDRA MANSA,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,300,70,Roca / Arena,Oscura,Oleaje fuerte / Ventosa,Aislada,A pie fácil / Coche,entre 5.000 y 20.000,"29°05'00.64151242""N","13°43'29.72140296""W",No,,,7/12/2023
212051500,Pico Alto,Tinajo,Lanzarote,Las Palmas,Peligrosa,Bajo,Baja,,ZBM,203520,Pico Alto,10113,PLAYA DE CHO MELO,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,130,45,Roca / Arena,Oscura,Oleaje fuerte / Ventosa,Aislada,A pie fácil / Coche,entre 5.000 y 20.000,"29°04'56.27574874""N","13°43'04.11003759""W",No,,,7/12/2023
212051600,Teneza,Tinajo,Lanzarote,Las Palmas,Peligrosa,Bajo,Baja,,Playa,3082,Teneza,10112,PLAYA TENEZAR,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,90,6,Roca / Grava / Arena,Oscura,Oleaje fuerte / Ventosa,Semiurbana,A pie fácil,entre 5.000 y 20.000,"29°04'50.74870472""N","13°42'54.79740819""W",No,,,7/12/2023
212051700,Barranco del Burro,Tinajo,Lanzarote,Las Palmas,Peligrosa,Bajo,Baja,,ZBM,203521,Barranco del Burro,10110,PLAYA BARRANCO DEL BURRO,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,70,10,Callaos / Roca / Arena,Oscura,Oleaje fuerte / Ventosa,Aislada,A pie fácil / Coche,entre 5.000 y 20.000,"29°06'11.78490205""N","13°40'37.85152337""W",No,,,7/12/2023
212051800,La Santa (Pueblo),Tinajo,Lanzarote,Las Palmas,Peligrosa,Moderado,Media,,Playa,203522,La Santa (Pueblo),10109,PLAYA LA SANTA (Pueblo),No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,130,30,Roca / Arena,Oscura,Oleaje fuerte / Ventosa,Urbana,A pie fácil / Coche,entre 5.000 y 20.000,"29°06'33.95104694""N","13°39'59.21003174""W",No,,,7/12/2023
212051900,Los Risquetes,Tinajo,Lanzarote,Las Palmas,Libre,Moderado,Media,,Playa,203523,Los Risquetes,10108,PLAYA LA BOCA DE ARRIBA,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,600,25,Callaos / Roca / Arena,Blanca,Oleaje fuerte / Ventosa,Aislada,A pie fácil / Coche,entre 5.000 y 20.000,"29°06'41.75445009""N","13°39'31.08976881""W",No,,,7/12/2023
212052000,La Ría de la Santa,Tinajo,Lanzarote,Las Palmas,Libre,Moderado,Media,,Playa,3083,La Ría de la Santa,10107,PLAYA LA RÍA DE LA SANTA,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,940,12,Arena / Hormigón,Blanca,Aguas tranquilas / Ventosa,Semiurbana,A pie fácil / Coche,entre 5.000 y 20.000,"29°06'56.97816665""N","13°39'15.56377489""W",No,,,7/12/2023
212052100,La Boca de Abajo,Tinajo,Lanzarote,Las Palmas,Peligrosa,Bajo,Baja,,Playa,3084,La Boca de Abajo,10106,PLAYA LA BOCA DE ABAJO,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,200,20,Grava / Arena,Oscura,Oleaje fuerte / Ventosa,Semiurbana,A pie fácil / Coche,entre 5.000 y 20.000,"29°07'16.15211382""N","13°39'07.68811587""W",No,,,7/12/2023
213055100,Quemada,Yaiza,Lanzarote,Las Palmas,Libre,Bajo,Baja,,Playa,3085,Quemada,10136,PLAYA QUEMADA,No,No,null,null,null,null,Si,No,No,No,No,No,No,No,No,,310,8,Callaos / Grava / Arena,Oscura,Aguas tranquilas,Semiurbana,A pie fácil / Coche,32886,"28°54'25.33140827""N","13°44'00.70287905""W",No,,,7/12/2023
213055200,La Arena,Yaiza,Lanzarote,Las Palmas,Libre,Bajo,Baja,,Playa,3086,La Arena,10148,PLAYA DE LA ARENA,No,No,null,null,null,null,Si,No,No,No,No,No,No,No,No,,330,18,Grava / Arena,Oscura,Aguas tranquilas,Aislada,A pie difícil / Barco,32886,"28°54'18.92369047""N","13°44'19.67497513""W",No,,,7/12/2023
213055300,El Pozo,Yaiza,Lanzarote,Las Palmas,Libre,Bajo,Baja,,Playa,3087,El Pozo,10147,PLAYA DEL PASO,No,No,null,null,null,null,Si,No,No,No,No,No,No,No,No,,345,10,Grava / Arena,Oscura,Aguas tranquilas,Aislada,A pie difícil / Barco,32886,"28°53'55.27653502""N","13°44'36.36438827""W",No,,,7/12/2023
213055400,El Valle de la Casa,Yaiza,Lanzarote,Las Palmas,Libre,Bajo,Baja,,Playa,3088,El Valle de la Casa,10146,PLAYA EL VALLE DE LA CASA,No,No,null,null,null,null,Si,No,No,No,No,No,No,No,No,,160,8,Grava / Arena,Oscura,Aguas tranquilas,Aislada,A pie difícil / Barco,32886,"28°53'26.57899548""N","13°44'44.77493599""W",No,,,7/12/2023
213055500,El Parrado,Yaiza,Lanzarote,Las Palmas,Libre,Bajo,Baja,,Playa,3089,El Parrado,10144,PLAYA EL PARRADO,No,No,null,null,null,null,Si,No,No,No,No,No,No,No,No,,700,10,Callaos / Grava / Arena,Oscura,Aguas tranquilas,Aislada,A pie difícil / Barco,32886,"28°52'53.94563584""N","13°45'00.15779487""W",No,,,7/12/2023
213055600,Caleta del Fuego,Yaiza,Lanzarote,Las Palmas,Libre,Bajo,Baja,,ZBM,203524,Caleta del Fuego,10143,CALETAS DE FUEGO,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,27,15,Callaos / Grava / Arena,Oscura,Aguas tranquilas,Aislada,A pie difícil / Barco,32886,"28°52'37.14187071""N","13°44'59.86947574""W",No,,,7/12/2023
213055700,La Fuentecita,Yaiza,Lanzarote,Las Palmas,Libre,Bajo,Baja,,Playa,3090,La Fuentecita,10142,PLAYA LA FUENTECITA,No,No,null,null,null,null,Si,No,No,No,No,No,No,No,No,,110,15,Callaos / Grava / Arena,Oscura,Aguas tranquilas,Aislada,A pie difícil / Barco,32886,"28°52'22.67644553""N","13°45'16.31255862""W",No,,,7/12/2023
213055800,Barranco de las Pilas,Yaiza,Lanzarote,Las Palmas,Libre,Bajo,Baja,,Playa,203525,Barranco de las Pilas,10141,PLAYA BARRANCO DE LAS PILAS,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,250,20,Callaos / Grava / Arena,Oscura,Aguas tranquilas,Aislada,A pie difícil / Barco,32886,"28°52'04.30696440""N","13°45'37.51493001""W",No,,,7/12/2023
213055900,La Colorada,Yaiza,Lanzarote,Las Palmas,Libre,Bajo,Baja,,Playa,203526,La Colorada,,,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,50,8,Callaos / Grava / Arena,Oscura,Aguas tranquilas,Aislada,A pie difícil / Barco,32886,"28°51'49.09562196""N","13°45'50.82378575""W",No,,,7/12/2023
213056000,El Cohon,Yaiza,Lanzarote,Las Palmas,Libre,Bajo,Baja,,ZBM,203527,El Cohon,10140,PLAYA EL COHON,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,35,12,Callaos / Grava / Arena,Oscura,Aguas tranquilas,Aislada,A pie difícil / Barco,32886,"28°51'39.91400494""N","13°46'00.32469575""W",No,,,7/12/2023
213056100,Caleta Larga,Yaiza,Lanzarote,Las Palmas,Libre,Bajo,Baja,,Playa,203528,Caleta Larga,10138,PLAYA CALETA LARGA,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,350,10,Callaos / Grava / Arena,Oscura,Aguas tranquilas,Aislada,A pie difícil / Barco,32886,"28°51'17.76010760""N","13°46'19.82176300""W",No,,,7/12/2023
213056200,El Pasito,Yaiza,Lanzarote,Las Palmas,Libre,Bajo,Baja,,Playa,203529,El Pasito,10133,PLAYA EL PASITO,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,250,14,Callaos / Grava / Arena,Oscura,Aguas tranquilas,Aislada,A pie difícil / Barco,32886,"28°51'05.95933803""N","13°46'28.89570641""W",No,,,7/12/2023
213056300,Puerto Muelas,Yaiza,Lanzarote,Las Palmas,Libre,Alto,Alta,,Playa,3091,Puerto Muelas,10029,PLAYA PUERTO MUELAS,No,Si,null,null,null,null,Si,No,No,No,No,No,No,No,No,,130,30,Arena,Blanca,Aguas tranquilas,Aislada,A pie fácil / Coche / Barco,32886,"28°50'38.60459700""N","13°46'53.23360910""W",No,,,7/12/2023
213056400,Caleta del Congrio,Yaiza,Lanzarote,Las Palmas,Libre,Alto,Alta,,Playa,3092,Caleta del Congrio,10030,PLAYA CALETA DEL CONGRIO,No,No,null,null,null,null,Si,No,No,No,No,No,No,No,No,,280,20,Arena,Blanca,Aguas tranquilas,Aislada,A pie fácil / Coche / Barco,32886,"28°50'28.61891122""N","13°47'06.86557881""W",No,,,7/12/2023
213056500,El Papagayo,Yaiza,Lanzarote,Las Palmas,Libre,Alto,Alta,Bajo,Playa,3093,El Papagayo,10031,PLAYA EL PAPAGAYO,No,No,null,null,null,null,Si,No,No,No,No,No,No,No,No,,120,20,Arena,Dorado,Aguas tranquilas,Aislada,A pie fácil / Coche / Barco,32886,"28°50'32.66217899""N","13°47'17.31642050""W",Si,0125-213056500,20/11/2020,7/12/2023
213056600,La Cera,Yaiza,Lanzarote,Las Palmas,Libre,Alto,Alta,Medio,Playa,3094,La Cera,10032,PLAYA DE LAS ERITAS,No,No,null,null,null,null,Si,No,No,No,No,No,No,No,No,,157,30,Arena,Blanca,Aguas tranquilas,Aislada,A pie fácil / Coche / Barco,32886,"28°50'40.40235309""N","13°47'19.46652017""W",Si,0124-213056600,20/11/2020,7/12/2023
213056700,La Cruz,Yaiza,Lanzarote,Las Palmas,Libre,Moderado,Media,Medio,Playa,3095,La Cruz,10033,PLAPYA DEL POZO,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,345,59,Arena,Dorada,Aguas tranquilas,Aislada,A pie fácil / Coche / Barco,32886,"28°50'50.66997823""N","13°47'22.41291555""W",Si,0123-213056700,20/11/2020,7/12/2023
213056800,Caletón de San Marcial,Yaiza,Lanzarote,Las Palmas,Libre,Alto,Alta,Medio,Playa,3096,Caletón de San Marcial,10034,PLAYA CALETON DE SAN MARCIAL,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,35,6,Roca / Arena,Blanca,Aguas tranquilas,Aislada,A pie difícil / Coche / Barco,32886,"28°51'00.79571715""N","13°47'28.50022643""W",Si,0122-213056800,20/11/2020,7/12/2023
213056900,Caletón del Cobre,Yaiza,Lanzarote,Las Palmas,Libre,Alto,Alta,Medio,Playa,3097,Caletón del Cobre,10035,PLAYA CALETON DEL COBRE,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,52,3,Roca / Arena,Blanca,Aguas tranquilas,Aislada,A pie fácil / Coche / Barco,32886,"28°51'03.06231470""N","13°47'29.50997659""W",Si,0121-213056900,20/11/2020,7/12/2023
213057000,Mujeres,Yaiza,Lanzarote,Las Palmas,Libre,Alto,Alta,Medio,Playa,3098,Mujeres,10036,PLAYA MUJERES,No,No,null,null,null,null,Si,No,No,No,No,No,No,No,No,,407,113,Arena,Blanca,Aguas tranquilas,Aislada,A pie fácil / Coche / Barco,32886,"28°51'11.60175984""N","13°47'34.40652967""W",Si,0120-213057000,20/11/2020,7/12/2023
213057100,Las Coloradas,Yaiza,Lanzarote,Las Palmas,Libre,Alto,Alta,,Playa,3099,Las Coloradas,10037,PLAYA LAS COLORADAS,No,No,null,null,null,null,Si,No,No,No,No,No,No,No,No,Caffa,410,15,Callaos / Grava / Arena,Dorada,Aguas tranquilas,Urbana,A pie fácil / Coche,32886,"28°51'32.08398374""N","13°48'04.83198979""W",Si,,,7/12/2023
213057200,Dorada,Yaiza,Lanzarote,Las Palmas,Libre,Alto,Alta,Bajo,Playa,3101,Dorada,10038,PLAYA DORADA,No,Si,null,null,null,null,No,No,Si,Si,Si,Si,Si,No,No,Cemproser,367,36,Arena,Dorada,Aguas tranquilas,Urbana,A pie fácil / Coche,32886,"28°51'44.30848547""N","13°49'24.08872440""W",Si,0119-213057200,20/11/2020,7/12/2023
213057300,Blanca,Yaiza,Lanzarote,Las Palmas,Libre,Moderado,Media,Bajo,Playa,3102,Blanca,10039,PLAYA BLANCA,Si,Si,Si,null,null,null,No,No,Si,Si,No,No,No,No,No,,130,12,Roca / Arena,Dorada,Aguas tranquilas,Urbana,A pie fácil / Coche,32886,"28°51'45.46541666""N","13°49'46.84693322""W",Si,0118-213057300,20/11/2020,7/12/2023
213057400,Flamingo,Yaiza,Lanzarote,Las Palmas,Libre,Alto,Alta,Medio,Playa,3103,Flamingo,10040,PLAYA FLAMINGO,No,Si,null,null,null,null,Si,No,No,No,Si,Si,No,No,No,Cemproser,250,20,Arena,Blanca,Aguas tranquilas,Urbana,A pie fácil / Coche,32886,"28°51'27.42425341""N","13°50'29.18794946""W",Si,0117-213057400,20/11/2020,7/12/2023
213057500,La Mulata,Yaiza,Lanzarote,Las Palmas,Libre,Alto,Alta,,Playa,3104,La Mulata,10041,PLAYA LA MULATA,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,80,5,Callaos / Grava / Arena,Dorada,Aguas tranquilas,Urbana,A pie fácil / Coche,32886,"28°51'39.49004186""N","13°50'47.95786242""W",No,,,7/12/2023
213057600,La Campana,Yaiza,Lanzarote,Las Palmas,Libre,Alto,Alta,,Playa,3105,La Campana,10042,PLAYA LA CAMPANA,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,140,20,Callaos / Grava / Arena,Dorada,Aguas tranquilas,Urbana,A pie fácil / Coche,32886,"28°51'43.12110913""N","13°51'15.36043595""W",No,,,7/12/2023
213057700,Montaña Roja,Yaiza,Lanzarote,Las Palmas,Libre,Alto,Alta,,Playa,3106,Montaña Roja,10043,PLAYA MONTAÑA ROJA,No,No,null,null,null,null,Si,No,No,No,Si,Si,No,No,No,,260,20,Arena,Dorada,Aguas tranquilas,Urbana,A pie fácil / Coche,32886,"28°51'40.16640398""N","13°51'35.54328295""W",No,,,7/12/2023
213057800,Janubio,Yaiza,Lanzarote,Las Palmas,Peligrosa,Bajo,Baja,,Playa,3107,Janubio,10044,PLAYA JANUBIO,No,No,null,null,null,null,Si,No,No,No,No,No,No,No,No,,820,30,Grava / Arena,Oscura,Oleaje fuerte / Ventosa,Aislada,A pie fácil / Coche,32886,"28°56'14.35201200""N","13°49'55.41966699""W",No,,,7/12/2023
213057900,Montaña Bermeja,Yaiza,Lanzarote,Las Palmas,Peligrosa,Bajo,Baja,,Playa,3108,Montaña Bermeja,10045,PLAYA MONTAÑA BERMEJA,No,No,null,null,null,null,Si,No,No,No,No,No,No,No,No,,455,70,Grava / Arena,Oscura,Oleaje fuerte / Ventosa,Aislada,A pie fácil / Coche,32886,"28°57'35.52050870""N","13°49'48.61885061""W",No,,,7/12/2023
213058000,Charco de los Clicos,Yaiza,Lanzarote,Las Palmas,Peligrosa,Alto,Alta,,Playa,3109,Charco de los Clicos,10046,PLAYA CHARCO DE LOS CLICOS,No,No,null,null,null,null,Si,No,No,No,No,No,No,No,No,,500,60,Grava / Arena,Oscura,Oleaje fuerte / Ventosa,Aislada,A pie fácil / Coche,32886,"28°58'34.02678362""N","13°49'43.64747408""W",No,,,7/12/2023
213058100,El Golfo,Yaiza,Lanzarote,Las Palmas,Peligrosa,Bajo,Baja,,Playa,3110,El Golfo,10130,PLAYA DEL GOLFO,No,No,null,null,null,null,Si,No,No,No,No,No,No,No,Si,,600,10,Bolos / Grava / Arena,Oscura,Oleaje fuerte / Ventosa,Aislada,A pie fácil / Coche,32886,"28°58'58.24705711""N","13°49'54.55966039""W",No,,,7/12/2023
213058200,Paso,Yaiza,Lanzarote,Las Palmas,Peligrosa,Bajo,Baja,,Playa,3111,Paso,10129,PLAYA DEL PASO,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,120,11,Arena,Oscura,Oleaje fuerte / Ventosa,Aislada,A pie difícil / Barco,32886,"28°59'50.10896772""N","13°49'49.80518553""W",No,,,7/12/2023
213058300,Playa del Cochino,Yaiza,Lanzarote,Las Palmas,Peligrosa,Bajo,Baja,,ZBM,203530,Playa del Cochino,10127,PLAYA DEL COCHINO,No,No,null,null,null,null,No,No,No,No,No,No,No,No,No,,700,70,Callaos / Grava / Arena,Oscura,Oleaje fuerte / Ventosa,Aislada,A pie difícil / Barco,32886,"29°01'51.28789878""N","13°48'55.12881527""W",No,,,7/12/2023
314061100,Playa del Risco,Agaete,Gran Canaria,Las Palmas,Peligrosa,Moderado,Media,Bajo,Playa,2828,Risco,30127,PLAYA DEL RISCO,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,435,41,Bolos / Grava / Arena,Oscura,Oleaje fuerte / Ventosa,Aislada,A pie fácil,5710,"28°03'13.34903997""N","15°44'20.95722822""W",No,,,7/12/2023
314061200,Playa de Faneroque,Agaete,Gran Canaria,Las Palmas,Peligrosa,Bajo,Baja,Bajo,Playa,2829,Faneroque,30126,PLAYA DE FANEROQUE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,260,65,Bolos / Arena,Oscura,Oleaje fuerte / Ventosa,Aislada,A pie difícil,5710,"28°03'49.49775485""N","15°43'53.19759910""W",No,,,7/12/2023
314061300,Playa de Sotavento,Agaete,Gran Canaria,Las Palmas,Peligrosa,Bajo,Baja,Bajo,Playa,2830,Sotavento,30148,PLAYA DE SOTAVENTO,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,200,34,Bolos / Arena,Oscura,Oleaje fuerte / Ventosa,Aislada,A pie difícil / Coche,5710,"28°04'51.99172381""N","15°42'44.33313891""W",No,,,7/12/2023
314061400,Playa de Arena en Guayedra,Agaete,Gran Canaria,Las Palmas,Peligrosa,Moderado,Media,Bajo,Playa,,,30125,PLAYA 30125,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,438,20,Bolos / Arena,Oscura,Oleaje fuerte / Ventosa,Aislada,A pie difícil / Coche,5710,"28°05'02.56587561""N","15°42'36.83467119""W",No,,,7/12/2023
314061500,Playa de Piedra de Guayedra,Agaete,Gran Canaria,Las Palmas,Libre,Bajo,Baja,Bajo,Playa,2831,Guayedra,30124,PLAYA DE GUAYEDRA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,200,48,Bolos / Arena,Oscura,Oleaje fuerte / Ventosa,Aislada,A pie difícil / Coche,5710,"28°05'13.95840548""N","15°42'32.45881024""W",No,,,7/12/2023
314061600,Playa del Dedo de Dios,Agaete,Gran Canaria,Las Palmas,Uso Prohibido,null,null,,Playa,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Callaos,,,Aislada,,5710,"28°05'46.98154140""N","15°42'28.69391056""W",No,,,7/12/2023
314061700,Playa de Delante del Muelle Viejo,Agaete,Gran Canaria,Las Palmas,Peligrosa,Alto,Alta,Bajo,Playa,2832,Las Nieves II,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Bodytec 20,210,30,Callaos / Arena,,Oleaje moderado / Ventosa,Semiurbana,A pie fácil / Coche,5710,"28°06'02.36625168""N","15°42'35.87702098""W",No,,,7/12/2023
314061800,Playa de Atrás del Muelle Viejo,Agaete,Gran Canaria,Las Palmas,Peligrosa,Alto,Alta,Bajo,Playa,2833,Las Nieves I,,,Si,Si,Si,Si,Si,No,No,Si,Si,Si,No,No,No,No,No,Bodytec 20,220,20,Callaos,,Aguas tranquilas,Semiurbana,A pie fácil / Coche,5710,"28°06'04.05775950""N","15°42'40.77223587""W",No,,,7/12/2023
314061900,Playa de Las Salinas-Piscinas Naturales,Agaete,Gran Canaria,Las Palmas,Peligrosa,Moderado,Media,Bajo,ZBM,2834,Las Salinas,30123,PLAYA LAS SALINAS,No,No,No,Si,Si,No,Si,Si,No,No,No,No,No,No,No,Bodytec 20,160,20,Roca,,Oleaje moderado / Ventosa,Aislada,A pie fácil / Coche,5710,"28°06'23.10410314""N","15°42'39.96394988""W",No,,,7/12/2023
314062000,Playa de La Caleta,Agaete,Gran Canaria,Las Palmas,Peligrosa,Bajo,Baja,Medio,Playa,2835,Turman,30121,PLAYA DE LA CALETA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,95,30,Roca,,Oleaje moderado / Ventosa,Aislada,A pie fácil,5710,"28°06'30.34740093""N","15°42'24.90963178""W",No,,,7/12/2023
315065100,Playa de Vargas,Agüimes,Gran Canaria,Las Palmas,Peligrosa,Bajo,Baja,,Playa,2837,Vargas,30024,PLAYA DE VARGAS,No,No,null,null,null,null,Si,No,No,No,No,No,No,No,No,,1300,15,Callaos,,Oleaje moderado / Ventosa,Aislada,Coche,entre 20.000 y 100.000,"27°53'10.59253258""N","15°23'36.28873600""W",Si,315065100,2/9/2020,7/12/2023
